行く,参るー参ります
来る,参るー参ります
いる,おるーおります
する,いたすーいたします
知っている,ぞんじておるーぞんじております。
思う,ぞんじるーぞんじます。
いう (言う),申す／申し上げる
食べる,いただくーいただきます。
飲む,いただくーいただきます。
もらう (貰う),いただくーいただきます。
あげる (上げる),差し上げるーさしあげります。
聞く,うかがうーうかがいます
訪ねる (たずねる),うかがうーうかがいます
見る,経験するーけいけんします。
会う,お目にかかる
ある,ございます。
～だ,～で ございます。
